"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL1411435";"";"None";"333.34";"0";"1.48";"SID49645184";"O=C(NC(=S)NNC(=O)c1ccccc1O)c1ccc(F)cc1";"IC50";"'='";"1820.0";"nM";"5.74";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1738451";"PUBCHEM_BIOASSAY: Dose Response confirmation of inhibitors of NALP3 in yeast using a Caspase-1-ASC counter screen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"1.82"
"CHEMBL465423";"DEACETYLGEDUNIN";"None";"440.54";"0";"3.99";"B; DAG";"CC1(C)C(=O)C=C[C@]2(C)[C@H]3CC[C@@]4(C)[C@H](c5ccoc5)OC(=O)[C@H]5O[C@]54[C@]3(C)[C@H](O)C[C@@H]12";"Inhibition";"";"";"%";"";"";"NA";"UO_0000187";"";"";"";"";"0";"CHEMBL5122604";"Inhibition of NLRP3 inflammasome activation in PMA-differentiated and LPS/ATP-stimulated human THP-1 cells assessed as decrease in pro caspase-1 expression at 5 to 20 uM incubated for 1 hrs followed by LPS stimulation for 12 hrs and ATP addition for 0.5 hrs by western blot analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-1";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5120822";"1";"Scientific Literature";"J Nat Prod";"2022";"None";"Dose_Lower = 5.0 microM | Dose_Upper = 20.0 microM | TIME = 13.5 hr";"";"";""
"CHEMBL3183703";"";"None";"404.49";"0";"2.99";"1; MCC950";"CC(C)(O)c1coc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c1";"Inhibition";"";"";"%";"";"";"NA";"UO_0000187";"";"";"";"";"0";"CHEMBL5122654";"Inhibition of NLRP3 inflammasome activation in PMA differentiated LPS-primed human THP-1 cells assessed as inhibition of nigericin-induced pro caspase-1 secretion at 0.01 to 1 uM pretreated for 30 mins followed by nigericin addition and measured after 2 hrs by Western blot analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-1";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5120824";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"Dose_Lower = 0.01 microM | Dose_Upper = 1.0 microM | TIME = 2.5 hr";"";"";""
"CHEMBL5518053";"";"None";"445.36";"0";"2.96";"S-7";"CS(=O)(=O)N1CCCc2ccc(NS(=O)(=O)c3ccc(Br)cc3)cc21";"Inhibition";"'='";"48.36";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5517286";"Inhibition of NLRP3 inflammasome activation in LPS primed human differentiated THP-M cells derived PMA induced THP-1 cells assessed as inhibition of IL-1 beta level at 20 uM preincubated with compound for 24 hrs followed by LPS stimulation for 3 hrs and further incubated with ATP for 1 hr by ELISA method relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-M";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5512690";"1";"Scientific Literature";"J Med Chem";"2024";"None";"DOSE = 20.0 microM | TIME = 28.0 hr";"INHIBITOR";"";"48.36"
"CHEMBL5556215";"";"None";"442.56";"0";"3.87";"S-9";"CS(=O)(=O)N1CCCc2ccc(NS(=O)(=O)c3ccc(-c4ccccc4)cc3)cc21";"Inhibition";"";"";"%";"";"";"Dose-Dependent Effect";"UO_0000187";"";"";"";"";"0";"CHEMBL5517289";"Inhibition of NLRP3 inflammasome activation in LPS primed human differentiated THP-M cells derived PMA induced THP-1 cells assessed as inhibition of IL-1 beta level preincubated with compound for 24 hrs followed by LPS stimulation for 3 hrs and further incubated with ATP for 1 hr by ELISA method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-M";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5512690";"1";"Scientific Literature";"J Med Chem";"2024";"None";"DOSE <= 100.0 microM | TIME = 28.0 hr";"INHIBITOR";"";""
"CHEMBL5556215";"";"None";"442.56";"0";"3.87";"S-9";"CS(=O)(=O)N1CCCc2ccc(NS(=O)(=O)c3ccc(-c4ccccc4)cc3)cc21";"Inhibition";"";"";"%";"";"";"Active";"UO_0000187";"";"";"";"";"0";"CHEMBL5517294";"Inhibition of NLRP3 inflammasome activation in LPS primed human differentiated THP-M cells derived PMA induced THP-1 cells assessed as inhibition of cleaved IL-1 beta secretion at 5 to 15 uM preincubated with compound for 24 hrs followed by LPS stimulation for 3 hrs and measured after 1 hr in presence of nigericin by Western blot analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-M";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5512690";"1";"Scientific Literature";"J Med Chem";"2024";"None";"DOSE_Lower = 5.0 microM | DOSE_Upper = 15.0 microM | TIME = 28.0 hr";"INHIBITOR";"";""
"CHEMBL5556215";"";"None";"442.56";"0";"3.87";"S-9";"CS(=O)(=O)N1CCCc2ccc(NS(=O)(=O)c3ccc(-c4ccccc4)cc3)cc21";"Inhibition";"";"";"%";"";"";"Active";"UO_0000187";"";"";"";"";"0";"CHEMBL5517298";"Inhibition of NLRP3 inflammasome activation in LPS primed human differentiated THP-M cells derived PMA induced THP-1 cells assessed as reduction in pro-IL-1 beta expression at 15 to 45 uM preincubated with compound for 24 hrs followed by LPS stimulation for 3 hrs by Western blot analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-M";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5512690";"1";"Scientific Literature";"J Med Chem";"2024";"None";"DOSE_Lower = 15.0 microM | DOSE_Upper = 45.0 microM | TIME = 27.0 hr";"INHIBITOR";"";""
"CHEMBL5556215";"";"None";"442.56";"0";"3.87";"S-9";"CS(=O)(=O)N1CCCc2ccc(NS(=O)(=O)c3ccc(-c4ccccc4)cc3)cc21";"Inhibition";"";"";"%";"";"";"Active";"UO_0000187";"";"";"";"";"0";"CHEMBL5517300";"Inhibition of NLRP3 inflammasome activation in LPS primed human differentiated THP-M cells derived PMA induced THP-1 cells assessed as reduction in NLRP3 mRNA level at 15 to 45 uM preincubated with compound for 24 hrs followed by LPS stimulation for 3 hrs further incubated for 1 hr with ATP by real-time PCR analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-M";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5512690";"1";"Scientific Literature";"J Med Chem";"2024";"None";"DOSE_Lower = 15.0 microM | DOSE_Upper = 45.0 microM | TIME = 28.0 hr";"INHIBITOR";"";""
"CHEMBL5556215";"";"None";"442.56";"0";"3.87";"S-9";"CS(=O)(=O)N1CCCc2ccc(NS(=O)(=O)c3ccc(-c4ccccc4)cc3)cc21";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL5517324";"Inhibition of NLRP3 inflammasome activation in LPS primed human differentiated THP-M cells derived PMA induced THP-1 cells assessed as decrease in intracellular potassium level at 15 to 45 uM preincubated with compound for 24 hrs followed by LPS stimulation for 3 hrs and further incubated with ATP for 1 hr by ELISA method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-M";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5512690";"1";"Scientific Literature";"J Med Chem";"2024";"None";"DOSE_Lower = 15.0 microM | DOSE_Upper = 45.0 microM | TIME = 28.0 hr";"";"";""
"CHEMBL4788720";"";"None";"556.65";"1";"2.73";"1";"CS(=O)(=O)N1CCCc2ccc(N(S(=O)(=O)c3ccc(C#N)cc3)S(=O)(=O)c3ccc(C#N)cc3)cc21";"Inhibition";"'='";"28.71";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4775281";"Inhibition of NLRP3 in PMA-stimulated human THP-1 cells assessed as reduction in IL-1beta release at 20 uM pre-treated for 24 hrs followed by stimulation with LPS for 3 hrs and ATP for 1 hr by ELISA analysis";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"None";"THP-1";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4765468";"1";"Scientific Literature";"J Med Chem";"2021";"None";"Dose = 20.0 microM | TIME = 28.0 hr";"";"";"28.71"
"CHEMBL5517701";"";"None";"438.60";"0";"4.53";"Cpd I-20";"COCCCNC(=O)c1ccc(Cn2c(SCC3CCCC3)nc3ccncc32)cc1";"IC50";"'='";"26770.0";"nM";"4.57";"";"";"UO_0000065";"10.42";"0.20";"0.04";"6.62";"0";"CHEMBL5504345";"Inhibition of LRR domain of NLRP3 inflammasome in LPS/ATP-induced human THP-1 cells assessed as inhibition of IL-1beta level pretreated for 24 hrs followed by stimulated with LPS for 3 hrs and ATP for 1 hr by ELISA relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-M";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5500404";"1";"Scientific Literature";"J Med Chem";"2024";"None";"TIME = 28.0 hr";"INHIBITOR";"";"26.77"
"CHEMBL5555568";"";"None";"452.62";"0";"4.92";"Cpd I-19";"COCCCNC(=O)c1ccc(Cn2c(SCC3CCCCC3)nc3ccncc32)cc1";"Inhibition";"";"";"%";"";"";"Active";"UO_0000187";"";"";"";"";"0";"CHEMBL5504351";"Inhibition of LRR domain of NLRP3 inflammasome activation phase in LPS/ATP-induced human THP-M cells assessed as inhibition of IL-1beta level at 10 to 40 uM pretreated with compound for 24 hrs before and after stimulated with LPS followed by stimulated with ATP by Western blot analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-M";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5500404";"1";"Scientific Literature";"J Med Chem";"2024";"None";"DOSE_Lower = 10.0 microM | DOSE_Upper = 40.0 microM | TIME = 24.0 hr";"INHIBITOR";"";""
"CHEMBL5557025";"";"None";"460.60";"0";"4.85";"Cpd I-11";"COCCCNC(=O)c1ccc(Cn2c(SCc3cccc(C)c3)nc3ccncc32)cc1";"Inhibition";"'='";"28.88";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5504341";"Inhibition of LRR domain of NLRP3 inflammasome in LPS/ATP-induced differentiated human THP-M cells assessed as inhibition of IL-1beta level at 10 uM pretreated for 24 hrs followed by stimulated with LPS for 3 hrs and ATP for 1 hr by ELISA relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-M";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5500404";"1";"Scientific Literature";"J Med Chem";"2024";"None";"DOSE = 10.0 microM | TIME = 28.0 hr";"";"";"28.88"
"CHEMBL5512550";"";"None";"474.63";"1";"5.16";"Cpd I-14";"COCCCNC(=O)c1ccc(Cn2c(SCc3cc(C)cc(C)c3)nc3ccncc32)cc1";"Inhibition";"'='";"41.22";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5504341";"Inhibition of LRR domain of NLRP3 inflammasome in LPS/ATP-induced differentiated human THP-M cells assessed as inhibition of IL-1beta level at 10 uM pretreated for 24 hrs followed by stimulated with LPS for 3 hrs and ATP for 1 hr by ELISA relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-M";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5500404";"1";"Scientific Literature";"J Med Chem";"2024";"None";"DOSE = 10.0 microM | TIME = 28.0 hr";"INHIBITOR";"";"41.22"
"CHEMBL5505801";"";"None";"380.52";"0";"4.25";"Cpd II-7";"NC(=O)c1ccc(Cn2c(SCC3CCCCC3)nc3ccncc32)cc1";"Inhibition";"'='";"48.89";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5504341";"Inhibition of LRR domain of NLRP3 inflammasome in LPS/ATP-induced differentiated human THP-M cells assessed as inhibition of IL-1beta level at 10 uM pretreated for 24 hrs followed by stimulated with LPS for 3 hrs and ATP for 1 hr by ELISA relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-M";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5500404";"1";"Scientific Literature";"J Med Chem";"2024";"None";"DOSE = 10.0 microM | TIME = 28.0 hr";"INHIBITOR";"";"48.89"
"CHEMBL5512447";"";"None";"450.61";"0";"4.62";"Cpd II-9";"O=C(c1ccc(Cn2c(SCC3CCCCC3)nc3ccncc32)cc1)N1CCOCC1";"Inhibition";"'='";"47.91";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5504341";"Inhibition of LRR domain of NLRP3 inflammasome in LPS/ATP-induced differentiated human THP-M cells assessed as inhibition of IL-1beta level at 10 uM pretreated for 24 hrs followed by stimulated with LPS for 3 hrs and ATP for 1 hr by ELISA relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-M";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5500404";"1";"Scientific Literature";"J Med Chem";"2024";"None";"DOSE = 10.0 microM | TIME = 28.0 hr";"INHIBITOR";"";"47.91"
"CHEMBL5512480";"";"None";"395.53";"0";"4.94";"Cpd II-17";"COC(=O)c1ccc(Cn2c(SCC3CCCCC3)nc3ccncc32)cc1";"Inhibition";"'='";"51.21";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5504341";"Inhibition of LRR domain of NLRP3 inflammasome in LPS/ATP-induced differentiated human THP-M cells assessed as inhibition of IL-1beta level at 10 uM pretreated for 24 hrs followed by stimulated with LPS for 3 hrs and ATP for 1 hr by ELISA relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-M";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5500404";"1";"Scientific Literature";"J Med Chem";"2024";"None";"DOSE = 10.0 microM | TIME = 28.0 hr";"INHIBITOR";"";"51.21"
"CHEMBL5559286";"";"None";"481.02";"1";"5.19";"Cpd I-4";"COCCCNC(=O)c1ccc(Cn2c(SCc3ccc(Cl)cc3)nc3ccncc32)cc1";"Inhibition";"'='";"97.43";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5504342";"Inhibition of LRR domain of NLRP3 inflammasome in LPS/ATP-induced differentiated human THP-M cells assessed as inhibition of IL-1beta level at 50 uM pretreated for 24 hrs followed by stimulated with LPS for 3 hrs and ATP for 1 hr by ELISA relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-M";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5500404";"1";"Scientific Literature";"J Med Chem";"2024";"None";"DOSE = 50.0 microM | TIME = 28.0 hr";"INHIBITOR";"";"97.43"
"CHEMBL5517835";"";"None";"525.47";"2";"5.30";"Cpd I-5";"COCCCNC(=O)c1ccc(Cn2c(SCc3ccc(Br)cc3)nc3ccncc32)cc1";"Inhibition";"'='";"93.36";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5504342";"Inhibition of LRR domain of NLRP3 inflammasome in LPS/ATP-induced differentiated human THP-M cells assessed as inhibition of IL-1beta level at 50 uM pretreated for 24 hrs followed by stimulated with LPS for 3 hrs and ATP for 1 hr by ELISA relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-M";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5500404";"1";"Scientific Literature";"J Med Chem";"2024";"None";"DOSE = 50.0 microM | TIME = 28.0 hr";"INHIBITOR";"";"93.36"
"CHEMBL5557672";"";"None";"491.57";"0";"4.45";"Cpd I-12";"COCCCNC(=O)c1ccc(Cn2c(SCc3cccc([N+](=O)[O-])c3)nc3ccncc32)cc1";"Inhibition";"'='";"94.87";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5504342";"Inhibition of LRR domain of NLRP3 inflammasome in LPS/ATP-induced differentiated human THP-M cells assessed as inhibition of IL-1beta level at 50 uM pretreated for 24 hrs followed by stimulated with LPS for 3 hrs and ATP for 1 hr by ELISA relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-M";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5500404";"1";"Scientific Literature";"J Med Chem";"2024";"None";"DOSE = 50.0 microM | TIME = 28.0 hr";"INHIBITOR";"";"94.87"
"CHEMBL5527869";"";"None";"422.60";"1";"5.89";"Cpd II-11";"CCCC(=O)Nc1ccc(Cn2c(SCC3CCCCC3)nc3ccncc32)cc1";"Inhibition";"'='";"77.61";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5504342";"Inhibition of LRR domain of NLRP3 inflammasome in LPS/ATP-induced differentiated human THP-M cells assessed as inhibition of IL-1beta level at 50 uM pretreated for 24 hrs followed by stimulated with LPS for 3 hrs and ATP for 1 hr by ELISA relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-M";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5500404";"1";"Scientific Literature";"J Med Chem";"2024";"None";"DOSE = 50.0 microM | TIME = 28.0 hr";"INHIBITOR";"";"77.61"
"CHEMBL5512463";"";"None";"379.57";"1";"6.10";"Cpd II-16";"CCCc1ccc(Cn2c(SCC3CCCCC3)nc3ccncc32)cc1";"Inhibition";"'='";"98.38";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5504342";"Inhibition of LRR domain of NLRP3 inflammasome in LPS/ATP-induced differentiated human THP-M cells assessed as inhibition of IL-1beta level at 50 uM pretreated for 24 hrs followed by stimulated with LPS for 3 hrs and ATP for 1 hr by ELISA relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-M";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5500404";"1";"Scientific Literature";"J Med Chem";"2024";"None";"DOSE = 50.0 microM | TIME = 28.0 hr";"INHIBITOR";"";"98.38"
"CHEMBL5542846";"";"None";"409.56";"1";"5.33";"Cpd II-18";"CCOC(=O)c1ccc(Cn2c(SCC3CCCCC3)nc3ccncc32)cc1";"Inhibition";"'='";"99.03";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5504342";"Inhibition of LRR domain of NLRP3 inflammasome in LPS/ATP-induced differentiated human THP-M cells assessed as inhibition of IL-1beta level at 50 uM pretreated for 24 hrs followed by stimulated with LPS for 3 hrs and ATP for 1 hr by ELISA relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-M";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5500404";"1";"Scientific Literature";"J Med Chem";"2024";"None";"DOSE = 50.0 microM | TIME = 28.0 hr";"INHIBITOR";"";"99.03"
"CHEMBL4874656";"";"None";"484.58";"0";"3.25";"29";"COc1cn2nc1S(=O)(=O)NC(=O)Cc1c(cccc1C(C)C)-c1ccnc(c1)OCC2(C)C";"IC50";"'<='";"500.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4827631";"Inhibition of NLRP3 inflammasome activation in LPS/nigericin-treated human THP-1 cells assessed as reduction in pyroptosis pretreated for 3 hrs in presence of LPS followed by nigericin addition and measured after 1 hr by resazurin assay";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"None";"THP-1";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4825720";"1";"Scientific Literature";"ACS Med Chem Lett";"2021";"None";"TIME = 4.0 hr";"INHIBITOR";"";"0.5"
"CHEMBL4862114";"";"None";"508.52";"1";"3.66";"34";"CC(C)c1cc(F)c(F)c2c1CC(=O)NS(=O)(=O)c1nn(cc1F)C(C)(C)COc1cc-2ccn1";"IC50";"'<='";"500.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4827631";"Inhibition of NLRP3 inflammasome activation in LPS/nigericin-treated human THP-1 cells assessed as reduction in pyroptosis pretreated for 3 hrs in presence of LPS followed by nigericin addition and measured after 1 hr by resazurin assay";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"None";"THP-1";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4825720";"1";"Scientific Literature";"ACS Med Chem Lett";"2021";"None";"TIME = 4.0 hr";"INHIBITOR";"";"0.5"
"CHEMBL4850095";"";"None";"452.54";"0";"3.00";"32";"CC(C)c1cccc2c1CC(=O)NS(=O)(=O)c1cnn(c1)C1(CC1)COc1cc-2ccn1";"IC50";"'<='";"500.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4827632";"Inhibition of NLRP3 inflammasome activation in LPS-primed human whole blood assessed as reduction in nigericin-induced IL-1beta level preincubated for 3 hrs followed by nigericin addition and measured after 1 hrs by AlphaLISA assay";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"Blood";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4825720";"1";"Scientific Literature";"ACS Med Chem Lett";"2021";"None";"TIME = 4.0 hr";"INHIBITOR";"";"0.5"
"CHEMBL1234723";"";"None";"162.14";"0";"-2.33";"1,5-AF";"O=C1CO[C@H](CO)[C@@H](O)[C@@H]1O";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4125672";"Inhibition of nigericin-induced NLRP3 inflammasome activation in PMA-differentiated human THP1 cells assessed as reduction in LPS-stimulated IL-1beta secretion at 60 mM incubated for 1 hr prior to stimulation with nigericin for 1 hr by ELISA";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4118290";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";"";"";"";""
"CHEMBL4126946";"";"None";"146.14";"0";"-1.30";"6";"O=C1CO[C@H](CO)[C@@H](O)C1";"Inhibition";"";"";"%";"";"";"Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4125678";"Inhibition of nigericin-induced NLRP3 inflammasome activation in PMA-differentiated human THP1 cells assessed as reduction in LPS-stimulated processing of pro-IL-1beta to mature IL-1beta in cell lysate at 3.4 mM incubated for 1 hr followed by nigericin addition measured after 1 hr by Western blot analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4118290";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";"";"";"";""
"CHEMBL5595666";"";"None";"368.84";"0";"1.25";"Z7";"N#CCCS(=O)(=O)C/C(=C\c1ccc(Cl)cc1)C(=O)N1CC(O)C1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5583272";"Inhibition of NLRP3 in PMA-differentiated human THP-1 cells assessed as inhibition of LPS/nigericin induced IL-1beta production by ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-1";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5579897";"1";"Scientific Literature";"J Med Chem";"2024";"None";"";"";"";"10.0"
"CHEMBL5591334";"";"None";"539.45";"2";"5.27";"Z40";"N#CCCS(=O)(=O)C/C(=C\c1ccc(Br)cc1)C(=O)NCc1ccc(Oc2ccccc2)cc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5583272";"Inhibition of NLRP3 in PMA-differentiated human THP-1 cells assessed as inhibition of LPS/nigericin induced IL-1beta production by ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-1";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5579897";"1";"Scientific Literature";"J Med Chem";"2024";"None";"";"";"";"10.0"
"CHEMBL5590187";"";"None";"462.37";"0";"2.91";"Z44";"N#CCCS(=O)(=O)C/C(=C\c1ccc(Br)cc1)C(=O)NCCc1ccncc1";"IC50";"'='";"960.0";"nM";"6.02";"";"";"UO_0000065";"13.01";"0.29";"3.11";"6.02";"0";"CHEMBL5583272";"Inhibition of NLRP3 in PMA-differentiated human THP-1 cells assessed as inhibition of LPS/nigericin induced IL-1beta production by ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-1";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5579897";"1";"Scientific Literature";"J Med Chem";"2024";"None";"";"INHIBITOR";"";"0.96"
